Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
HS,2017,201705,May 2017,4,0,1,Imports,251,France,,579,Norway,,,,,,,,,3006,Pharmaceutical goods,,,,,,,119,,220074,,,0
HS,2017,201705,May 2017,4,0,1,Imports,251,France,,251,France,,,,,,,,,3006,Pharmaceutical goods,,,,,,,2071,,157123,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,458,Malaysia,,,,,,,,,3006,Pharmaceutical goods,,,,,,,318,,23547,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,478,Mauritania,,,,,,,,,3006,Pharmaceutical goods,,,,,,,17,,567,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,504,Morocco,,,,,,,,,3006,Pharmaceutical goods,,,,,,,5017,,95434,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,170,Colombia,,,,,,,,,3006,Pharmaceutical goods,,,,,,,1109,,111003,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,0,World,,,,,,,,,3006,Pharmaceutical goods,,,,,,,351678,,40337550,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,8,Albania,,,,,,,,,3006,Pharmaceutical goods,,,,,,,1,,189,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,20,Andorra,,,,,,,,,3006,Pharmaceutical goods,,,,,,,65,,7465,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,31,Azerbaijan,,,,,,,,,3006,Pharmaceutical goods,,,,,,,124,,17169,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,36,Australia,,,,,,,,,3006,Pharmaceutical goods,,,,,,,871,,42134,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,51,Armenia,,,,,,,,,3006,Pharmaceutical goods,,,,,,,0,,38,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,120,Cameroon,,,,,,,,,3006,Pharmaceutical goods,,,,,,,941,,22486,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,144,Sri Lanka,,,,,,,,,3006,Pharmaceutical goods,,,,,,,127,,31993,,,0
HS,2017,201705,May 2017,4,0,1,Imports,251,France,,364,Iran,,,,,,,,,3006,Pharmaceutical goods,,,,,,,1,,80,,,0
HS,2017,201705,May 2017,4,0,1,Imports,251,France,,376,Israel,,,,,,,,,3006,Pharmaceutical goods,,,,,,,1098,,131902,,,0
HS,2017,201705,May 2017,4,0,1,Imports,251,France,,826,United Kingdom,,,,,,,,,3006,Pharmaceutical goods,,,,,,,34409,,1493125,,,0
HS,2017,201705,May 2017,4,0,1,Imports,251,France,,600,Paraguay,,,,,,,,,3006,Pharmaceutical goods,,,,,,,3,,220,,,0
HS,2017,201705,May 2017,4,0,1,Imports,251,France,,124,Canada,,,,,,,,,3006,Pharmaceutical goods,,,,,,,94784,,5285005,,,0
HS,2017,201705,May 2017,4,0,1,Imports,251,France,,156,China,,,,,,,,,3006,Pharmaceutical goods,,,,,,,27622,,317304,,,0
HS,2017,201705,May 2017,4,0,1,Imports,251,France,,899,"Areas, nes",,,,,,,,,3006,Pharmaceutical goods,,,,,,,856,,258247,,,0
HS,2017,201705,May 2017,4,0,1,Imports,251,France,,203,Czech Rep.,,,,,,,,,3006,Pharmaceutical goods,,,,,,,299,,11173,,,0
HS,2017,201705,May 2017,4,0,1,Imports,251,France,,208,Denmark,,,,,,,,,3006,Pharmaceutical goods,,,,,,,21369,,1642773,,,0
HS,2017,201705,May 2017,4,0,1,Imports,251,France,,214,Dominican Rep.,,,,,,,,,3006,Pharmaceutical goods,,,,,,,13106,,1156941,,,0
HS,2017,201705,May 2017,4,0,1,Imports,251,France,,246,Finland,,,,,,,,,3006,Pharmaceutical goods,,,,,,,3,,1059,,,0
HS,2017,201705,May 2017,4,0,1,Imports,251,France,,76,Brazil,,,,,,,,,3006,Pharmaceutical goods,,,,,,,741,,336755,,,0
HS,2017,201705,May 2017,4,0,1,Imports,251,France,,100,Bulgaria,,,,,,,,,3006,Pharmaceutical goods,,,,,,,7573,,76834,,,0
HS,2017,201705,May 2017,4,0,1,Imports,251,France,,116,Cambodia,,,,,,,,,3006,Pharmaceutical goods,,,,,,,1,,1017,,,0
HS,2017,201705,May 2017,4,0,1,Imports,251,France,,490,"Other Asia, nes",,,,,,,,,3006,Pharmaceutical goods,,,,,,,1,,36,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,258,French Polynesia,,,,,,,,,3006,Pharmaceutical goods,,,,,,,953,,51787,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,724,Spain,,,,,,,,,3006,Pharmaceutical goods,,,,,,,54730,,8763898,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,686,Senegal,,,,,,,,,3006,Pharmaceutical goods,,,,,,,452,,13303,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,702,Singapore,,,,,,,,,3006,Pharmaceutical goods,,,,,,,342,,28442,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,524,Nepal,,,,,,,,,3006,Pharmaceutical goods,,,,,,,3,,331,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,534,Sint Maarten (Dutch part),,,,,,,,,3006,Pharmaceutical goods,,,,,,,3,,70,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,562,Niger,,,,,,,,,3006,Pharmaceutical goods,,,,,,,63,,4202,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,577,"Other Africa, nes",,,,,,,,,3006,Pharmaceutical goods,,,,,,,3,,451,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,579,Norway,,,,,,,,,3006,Pharmaceutical goods,,,,,,,503,,60263,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,757,Switzerland,,,,,,,,,3006,Pharmaceutical goods,,,,,,,9768,,2305216,,,0
HS,2017,201705,May 2017,4,0,1,Imports,251,France,,788,Tunisia,,,,,,,,,3006,Pharmaceutical goods,,,,,,,34825,,299110,,,0
HS,2017,201705,May 2017,4,0,1,Imports,251,France,,422,Lebanon,,,,,,,,,3006,Pharmaceutical goods,,,,,,,8000,,1602,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,276,Germany,,,,,,,,,3006,Pharmaceutical goods,,,,,,,64391,,6324533,,,0
HS,2017,201705,May 2017,4,0,1,Imports,251,France,,764,Thailand,,,,,,,,,3006,Pharmaceutical goods,,,,,,,131,,18403,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,381,Italy,,,,,,,,,3006,Pharmaceutical goods,,,,,,,27074,,3042691,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,528,Netherlands,,,,,,,,,3006,Pharmaceutical goods,,,,,,,32745,,2229242,,,0
HS,2017,201705,May 2017,4,0,1,Imports,251,France,,442,Luxembourg,,,,,,,,,3006,Pharmaceutical goods,,,,,,,11,,465,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,384,Côte d'Ivoire,,,,,,,,,3006,Pharmaceutical goods,,,,,,,11,,2565,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,705,Slovenia,,,,,,,,,3006,Pharmaceutical goods,,,,,,,38,,11931,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,710,South Africa,,,,,,,,,3006,Pharmaceutical goods,,,,,,,1050,,181584,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,300,Greece,,,,,,,,,3006,Pharmaceutical goods,,,,,,,7231,,788137,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,320,Guatemala,,,,,,,,,3006,Pharmaceutical goods,,,,,,,7,,1670,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,324,Guinea,,,,,,,,,3006,Pharmaceutical goods,,,,,,,1,,980,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,332,Haiti,,,,,,,,,3006,Pharmaceutical goods,,,,,,,2,,4330,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,344,"China, Hong Kong SAR",,,,,,,,,3006,Pharmaceutical goods,,,,,,,41603,,2795189,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,348,Hungary,,,,,,,,,3006,Pharmaceutical goods,,,,,,,2094,,183743,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,352,Iceland,,,,,,,,,3006,Pharmaceutical goods,,,,,,,12,,3252,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,360,Indonesia,,,,,,,,,3006,Pharmaceutical goods,,,,,,,515,,129170,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,682,Saudi Arabia,,,,,,,,,3006,Pharmaceutical goods,,,,,,,223,,37077,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,699,India,,,,,,,,,3006,Pharmaceutical goods,,,,,,,499,,105191,,,0
HS,2017,201705,May 2017,4,0,1,Imports,251,France,,757,Switzerland,,,,,,,,,3006,Pharmaceutical goods,,,,,,,14830,,3246367,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,392,Japan,,,,,,,,,3006,Pharmaceutical goods,,,,,,,1035,,85423,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,398,Kazakhstan,,,,,,,,,3006,Pharmaceutical goods,,,,,,,236,,37056,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,400,Jordan,,,,,,,,,3006,Pharmaceutical goods,,,,,,,178,,18958,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,404,Kenya,,,,,,,,,3006,Pharmaceutical goods,,,,,,,293,,6626,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,410,Rep. of Korea,,,,,,,,,3006,Pharmaceutical goods,,,,,,,488,,108380,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,414,Kuwait,,,,,,,,,3006,Pharmaceutical goods,,,,,,,59,,14152,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,417,Kyrgyzstan,,,,,,,,,3006,Pharmaceutical goods,,,,,,,74,,7359,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,422,Lebanon,,,,,,,,,3006,Pharmaceutical goods,,,,,,,624,,46325,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,428,Latvia,,,,,,,,,3006,Pharmaceutical goods,,,,,,,37,,9918,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,440,Lithuania,,,,,,,,,3006,Pharmaceutical goods,,,,,,,85,,34281,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,826,United Kingdom,,,,,,,,,3006,Pharmaceutical goods,,,,,,,5708,,961814,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,752,Sweden,,,,,,,,,3006,Pharmaceutical goods,,,,,,,1494,,367943,,,0
HS,2017,201705,May 2017,4,0,1,Imports,251,France,,792,Turkey,,,,,,,,,3006,Pharmaceutical goods,,,,,,,3211,,36448,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,266,Gabon,,,,,,,,,3006,Pharmaceutical goods,,,,,,,413,,27128,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,268,Georgia,,,,,,,,,3006,Pharmaceutical goods,,,,,,,51,,11683,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,795,Turkmenistan,,,,,,,,,3006,Pharmaceutical goods,,,,,,,451,,4777,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,804,Ukraine,,,,,,,,,3006,Pharmaceutical goods,,,,,,,6,,2929,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,807,TFYR of Macedonia,,,,,,,,,3006,Pharmaceutical goods,,,,,,,1,,221,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,818,Egypt,,,,,,,,,3006,Pharmaceutical goods,,,,,,,582,,65735,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,364,Iran,,,,,,,,,3006,Pharmaceutical goods,,,,,,,184,,18216,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,368,Iraq,,,,,,,,,3006,Pharmaceutical goods,,,,,,,5,,1905,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,372,Ireland,,,,,,,,,3006,Pharmaceutical goods,,,,,,,1439,,244114,,,0
HS,2017,201705,May 2017,4,0,1,Imports,251,France,,392,Japan,,,,,,,,,3006,Pharmaceutical goods,,,,,,,940,,325458,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,376,Israel,,,,,,,,,3006,Pharmaceutical goods,,,,,,,117,,34447,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,688,Serbia,,,,,,,,,3006,Pharmaceutical goods,,,,,,,27,,12378,,,0
HS,2017,201705,May 2017,4,0,1,Imports,251,France,,780,Trinidad and Tobago,,,,,,,,,3006,Pharmaceutical goods,,,,,,,1,,122,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,703,Slovakia,,,,,,,,,3006,Pharmaceutical goods,,,,,,,2668,,207722,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,704,Viet Nam,,,,,,,,,3006,Pharmaceutical goods,,,,,,,2102,,115347,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,512,Oman,,,,,,,,,3006,Pharmaceutical goods,,,,,,,9,,3812,,,0
HS,2017,201705,May 2017,4,0,1,Imports,251,France,,410,Rep. of Korea,,,,,,,,,3006,Pharmaceutical goods,,,,,,,1180,,120479,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,540,New Caledonia,,,,,,,,,3006,Pharmaceutical goods,,,,,,,1288,,178796,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,548,Vanuatu,,,,,,,,,3006,Pharmaceutical goods,,,,,,,7,,161,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,554,New Zealand,,,,,,,,,3006,Pharmaceutical goods,,,,,,,347,,23231,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,566,Nigeria,,,,,,,,,3006,Pharmaceutical goods,,,,,,,43,,4121,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,586,Pakistan,,,,,,,,,3006,Pharmaceutical goods,,,,,,,50,,6878,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,600,Paraguay,,,,,,,,,3006,Pharmaceutical goods,,,,,,,125,,16385,,,0
HS,2017,201705,May 2017,4,0,1,Imports,251,France,,724,Spain,,,,,,,,,3006,Pharmaceutical goods,,,,,,,35226,,1453667,,,0
HS,2017,201705,May 2017,4,0,1,Imports,251,France,,528,Netherlands,,,,,,,,,3006,Pharmaceutical goods,,,,,,,26845,,4454562,,,0
HS,2017,201705,May 2017,4,0,1,Imports,251,France,,276,Germany,,,,,,,,,3006,Pharmaceutical goods,,,,,,,138449,,6345810,,,0
HS,2017,201705,May 2017,4,0,1,Imports,251,France,,381,Italy,,,,,,,,,3006,Pharmaceutical goods,,,,,,,139586,,4426849,,,0
HS,2017,201705,May 2017,4,0,1,Imports,251,France,,752,Sweden,,,,,,,,,3006,Pharmaceutical goods,,,,,,,437,,47882,,,0
HS,2017,201705,May 2017,4,0,1,Imports,251,France,,818,Egypt,,,,,,,,,3006,Pharmaceutical goods,,,,,,,2,,28,,,0
HS,2017,201705,May 2017,4,0,1,Imports,251,France,,807,TFYR of Macedonia,,,,,,,,,3006,Pharmaceutical goods,,,,,,,1,,11,,,0
HS,2017,201705,May 2017,4,0,1,Imports,251,France,,372,Ireland,,,,,,,,,3006,Pharmaceutical goods,,,,,,,69475,,6299126,,,0
HS,2017,201705,May 2017,4,0,1,Imports,251,France,,710,South Africa,,,,,,,,,3006,Pharmaceutical goods,,,,,,,1,,329,,,0
HS,2017,201705,May 2017,4,0,1,Imports,251,France,,300,Greece,,,,,,,,,3006,Pharmaceutical goods,,,,,,,47,,11442,,,0
HS,2017,201705,May 2017,4,0,1,Imports,251,France,,348,Hungary,,,,,,,,,3006,Pharmaceutical goods,,,,,,,39375,,2730603,,,0
HS,2017,201705,May 2017,4,0,1,Imports,251,France,,694,Sierra Leone,,,,,,,,,3006,Pharmaceutical goods,,,,,,,18,,750,,,0
HS,2017,201705,May 2017,4,0,1,Imports,251,France,,702,Singapore,,,,,,,,,3006,Pharmaceutical goods,,,,,,,1,,54,,,0
HS,2017,201705,May 2017,4,0,1,Imports,251,France,,842,United States of America,,,,,,,,,3006,Pharmaceutical goods,,,,,,,38060,,4398434,,,0
HS,2017,201705,May 2017,4,0,1,Imports,251,France,,56,Belgium,,,,,,,,,3006,Pharmaceutical goods,,,,,,,22487,,1898987,,,0
HS,2017,201705,May 2017,4,0,1,Imports,251,France,,616,Poland,,,,,,,,,3006,Pharmaceutical goods,,,,,,,1065,,69835,,,0
HS,2017,201705,May 2017,4,0,1,Imports,251,France,,458,Malaysia,,,,,,,,,3006,Pharmaceutical goods,,,,,,,4,,241,,,0
HS,2017,201705,May 2017,4,0,1,Imports,251,France,,480,Mauritius,,,,,,,,,3006,Pharmaceutical goods,,,,,,,486,,72947,,,0
HS,2017,201705,May 2017,4,0,1,Imports,251,France,,484,Mexico,,,,,,,,,3006,Pharmaceutical goods,,,,,,,20,,2413,,,0
HS,2017,201705,May 2017,4,0,1,Imports,251,France,,504,Morocco,,,,,,,,,3006,Pharmaceutical goods,,,,,,,45187,,558493,,,0
HS,2017,201705,May 2017,4,0,1,Imports,251,France,,36,Australia,,,,,,,,,3006,Pharmaceutical goods,,,,,,,2,,265,,,0
HS,2017,201705,May 2017,4,0,1,Imports,251,France,,32,Argentina,,,,,,,,,3006,Pharmaceutical goods,,,,,,,7084,,514625,,,0
HS,2017,201705,May 2017,4,0,1,Imports,251,France,,40,Austria,,,,,,,,,3006,Pharmaceutical goods,,,,,,,2573,,979054,,,0
HS,2017,201705,May 2017,4,0,1,Imports,251,France,,620,Portugal,,,,,,,,,3006,Pharmaceutical goods,,,,,,,4409,,30104,,,0
HS,2017,201705,May 2017,4,0,1,Imports,251,France,,642,Romania,,,,,,,,,3006,Pharmaceutical goods,,,,,,,1,,90,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,56,Belgium,,,,,,,,,3006,Pharmaceutical goods,,,,,,,19735,,2111109,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,620,Portugal,,,,,,,,,3006,Pharmaceutical goods,,,,,,,4375,,596942,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,616,Poland,,,,,,,,,3006,Pharmaceutical goods,,,,,,,6011,,453834,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,40,Austria,,,,,,,,,3006,Pharmaceutical goods,,,,,,,4257,,592302,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,450,Madagascar,,,,,,,,,3006,Pharmaceutical goods,,,,,,,317,,18906,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,466,Mali,,,,,,,,,3006,Pharmaceutical goods,,,,,,,678,,10899,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,470,Malta,,,,,,,,,3006,Pharmaceutical goods,,,,,,,394,,57686,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,480,Mauritius,,,,,,,,,3006,Pharmaceutical goods,,,,,,,45,,13002,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,484,Mexico,,,,,,,,,3006,Pharmaceutical goods,,,,,,,1688,,201792,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,496,Mongolia,,,,,,,,,3006,Pharmaceutical goods,,,,,,,5,,1567,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,498,Rep. of Moldova,,,,,,,,,3006,Pharmaceutical goods,,,,,,,108,,18046,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,499,Montenegro,,,,,,,,,3006,Pharmaceutical goods,,,,,,,17,,2007,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,156,China,,,,,,,,,3006,Pharmaceutical goods,,,,,,,630,,119957,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,178,Congo,,,,,,,,,3006,Pharmaceutical goods,,,,,,,340,,7660,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,188,Costa Rica,,,,,,,,,3006,Pharmaceutical goods,,,,,,,64,,14034,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,191,Croatia,,,,,,,,,3006,Pharmaceutical goods,,,,,,,2555,,139465,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,196,Cyprus,,,,,,,,,3006,Pharmaceutical goods,,,,,,,256,,33275,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,854,Burkina Faso,,,,,,,,,3006,Pharmaceutical goods,,,,,,,367,,86716,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,876,Wallis and Futuna Isds,,,,,,,,,3006,Pharmaceutical goods,,,,,,,2,,251,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,887,Yemen,,,,,,,,,3006,Pharmaceutical goods,,,,,,,713,,21456,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,12,Algeria,,,,,,,,,3006,Pharmaceutical goods,,,,,,,1116,,131241,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,32,Argentina,,,,,,,,,3006,Pharmaceutical goods,,,,,,,1473,,66560,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,48,Bahrain,,,,,,,,,3006,Pharmaceutical goods,,,,,,,55,,5696,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,50,Bangladesh,,,,,,,,,3006,Pharmaceutical goods,,,,,,,18,,1519,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,608,Philippines,,,,,,,,,3006,Pharmaceutical goods,,,,,,,60,,9583,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,634,Qatar,,,,,,,,,3006,Pharmaceutical goods,,,,,,,47,,9663,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,642,Romania,,,,,,,,,3006,Pharmaceutical goods,,,,,,,3535,,286003,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,643,Russian Federation,,,,,,,,,3006,Pharmaceutical goods,,,,,,,4947,,526388,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,652,Saint-Barthélemy,,,,,,,,,3006,Pharmaceutical goods,,,,,,,2,,53,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,666,Saint Pierre and Miquelon,,,,,,,,,3006,Pharmaceutical goods,,,,,,,1,,251,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,203,Czech Rep.,,,,,,,,,3006,Pharmaceutical goods,,,,,,,1233,,304916,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,204,Benin,,,,,,,,,3006,Pharmaceutical goods,,,,,,,59,,807,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,208,Denmark,,,,,,,,,3006,Pharmaceutical goods,,,,,,,1068,,140504,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,214,Dominican Rep.,,,,,,,,,3006,Pharmaceutical goods,,,,,,,184,,4193,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,218,Ecuador,,,,,,,,,3006,Pharmaceutical goods,,,,,,,276,,18183,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,222,El Salvador,,,,,,,,,3006,Pharmaceutical goods,,,,,,,350,,13008,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,233,Estonia,,,,,,,,,3006,Pharmaceutical goods,,,,,,,71,,20784,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,246,Finland,,,,,,,,,3006,Pharmaceutical goods,,,,,,,1012,,153130,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,68,Bolivia,,,,,,,,,3006,Pharmaceutical goods,,,,,,,77,,24854,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,76,Brazil,,,,,,,,,3006,Pharmaceutical goods,,,,,,,1894,,283413,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,100,Bulgaria,,,,,,,,,3006,Pharmaceutical goods,,,,,,,102,,13811,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,104,Myanmar,,,,,,,,,3006,Pharmaceutical goods,,,,,,,7,,40,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,116,Cambodia,,,,,,,,,3006,Pharmaceutical goods,,,,,,,9,,3865,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,124,Canada,,,,,,,,,3006,Pharmaceutical goods,,,,,,,636,,51477,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,148,Chad,,,,,,,,,3006,Pharmaceutical goods,,,,,,,36,,7684,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,152,Chile,,,,,,,,,3006,Pharmaceutical goods,,,,,,,446,,29575,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,490,"Other Asia, nes",,,,,,,,,3006,Pharmaceutical goods,,,,,,,50,,28186,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,842,United States of America,,,,,,,,,3006,Pharmaceutical goods,,,,,,,7089,,2687783,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,442,Luxembourg,,,,,,,,,3006,Pharmaceutical goods,,,,,,,504,,25347,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,762,Tajikistan,,,,,,,,,3006,Pharmaceutical goods,,,,,,,475,,24721,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,764,Thailand,,,,,,,,,3006,Pharmaceutical goods,,,,,,,3163,,158483,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,768,Togo,,,,,,,,,3006,Pharmaceutical goods,,,,,,,92,,2119,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,784,United Arab Emirates,,,,,,,,,3006,Pharmaceutical goods,,,,,,,815,,152088,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,788,Tunisia,,,,,,,,,3006,Pharmaceutical goods,,,,,,,642,,67475,,,0
HS,2017,201705,May 2017,4,0,2,Exports,251,France,,792,Turkey,,,,,,,,,3006,Pharmaceutical goods,,,,,,,4444,,483749,,,0
HS,2017,201702,February 2017,4,0,2,Exports,251,France,,70,Bosnia Herzegovina,,,,,,,,,3006,Pharmaceutical goods,,,,,,,90,,7928,,,0
HS,2017,201702,February 2017,4,0,2,Exports,251,France,,116,Cambodia,,,,,,,,,3006,Pharmaceutical goods,,,,,,,99,,3211,,,0
HS,2017,201702,February 2017,4,0,2,Exports,251,France,,52,Barbados,,,,,,,,,3006,Pharmaceutical goods,,,,,,,193,,9950,,,0
HS,2017,201702,February 2017,4,0,2,Exports,251,France,,604,Peru,,,,,,,,,3006,Pharmaceutical goods,,,,,,,110,,5589,,,0
HS,2017,201702,February 2017,4,0,2,Exports,251,France,,191,Croatia,,,,,,,,,3006,Pharmaceutical goods,,,,,,,2333,,104862,,,0
HS,2017,201702,February 2017,4,0,2,Exports,251,France,,268,Georgia,,,,,,,,,3006,Pharmaceutical goods,,,,,,,152,,22823,,,0
